,movie_name,imdb_id,release_date,cast,direction,production_companies,movie_budget,movie_revenue,film_series,film_series_cluster,cast_similarity
10,Avengers: Endgame,tt4154796,2019-04-24,"{'Robert Downey Jr.': 'Tony Stark / Iron Man', 'Chris Evans': 'Steve Rogers / Captain America', 'Mark Ruffalo': 'Bruce Banner / Hulk', 'Chris Hemsworth': 'Thor Odinson', 'Scarlett Johansson': 'Natasha Romanoff / Black Widow', 'Jeremy Renner': 'Clint Barton / Hawkeye', 'Don Cheadle': 'James Rhodes / War Machine', 'Paul Rudd': 'Scott Lang / Ant-Man', 'Benedict Cumberbatch': 'Stephen Strange / Doctor Strange', 'Chadwick Boseman': ""T'Challa / Black Panther"", 'Brie Larson': 'Carol Danvers / Captain Marvel', 'Tom Holland': 'Peter Parker / Spider-Man', 'Karen Gillan': 'Nebula', 'Zoe Saldaña': 'Gamora', 'Evangeline Lilly': 'Hope Van Dyne / Wasp', 'Tessa Thompson': 'Valkyrie', 'Rene Russo': 'Frigga', 'Elizabeth Olsen': 'Wanda Maximoff / Scarlet Witch', 'Anthony Mackie': 'Sam Wilson / Falcon', 'Sebastian Stan': 'Bucky Barnes / Winter Soldier', 'Tom Hiddleston': 'Loki', 'Danai Gurira': 'Okoye', 'Benedict Wong': 'Wong', 'Pom Klementieff': 'Mantis', 'Dave Bautista': 'Drax', 'Letitia Wright': 'Shuri', 'John Slattery': 'Howard Stark', 'Tilda Swinton': 'The Ancient One', 'Jon Favreau': ""Harold 'Happy' Hogan"", 'Hayley Atwell': 'Peggy Carter', 'Natalie Portman': 'Jane Foster', 'Marisa Tomei': 'Aunt May', 'Taika Waititi': 'Korg (voice)', 'Angela Bassett': 'Ramonda', 'Michael Douglas': 'Dr. Hank Pym', 'Michelle Pfeiffer': 'Janet Van Dyne', 'William Hurt': ""Secretary of State Thaddeus 'Thunderbolt' Ross"", 'Cobie Smulders': 'Maria Hill', 'Sean Gunn': 'On-Set Rocket / Kraglin', 'Winston Duke': ""M'Baku"", 'Linda Cardellini': 'Laura Barton', 'Maximiliano Hernández': 'Agent Sitwell', 'Frank Grillo': 'Brock Rumlow', 'Hiroyuki Sanada': 'Akihiko', 'Tom Vaughan-Lawlor': 'Ebony Maw', ""James D'Arcy"": 'Jarvis', 'Jacob Batalon': 'Ned', 'Vin Diesel': 'Groot (voice)', 'Bradley Cooper': 'Rocket (voice)', 'Gwyneth Paltrow': 'Pepper Potts', 'Robert Redford': 'Alexander Pierce', 'Josh Brolin': 'Thanos', 'Chris Pratt': 'Peter Quill / Star-Lord', 'Samuel L. Jackson': 'Nick Fury', 'Lexi Rabe': 'Morgan Stark', 'Ross Marquand': 'Johann Schmidt / Red Skull (Stonekeeper)', 'Joe Russo': 'Grieving Man', 'Emma Fuhrmann': 'Cassie Lang', 'Terry Notary': 'On-Set Groot / Cull Obsidian', 'Kerry Condon': 'Friday (voice)', 'Ava Russo': 'Lila Barton', 'Stan Lee': 'Driver', 'Yvette Nicole Brown': 'S.H.I.E.L.D. Agent', 'Callan Mulvey': 'Jack Rollins', 'Ken Jeong': 'Security Guard', 'Ty Simpkins': 'Harley Keener', 'Jackson A. Dunn': 'Scott Lang (12 Y.O.)', 'Monique Ganderton': 'On-Set Proxima Midnight', 'Russell Bobbitt': 'Diner Owner', 'Jack Champion': 'Kid on Bike', 'Sam Hargrave': 'New Asgard Truck Driver', 'Patrick Gorman': 'Old Steve Rogers Double', 'Aaron Lazar': 'Doctor Strange Double', 'Robert Pralgo': 'Thanos Reader', 'Tom Wisdom': 'Loki Reader', 'John Posey': 'Alexander Pierce Reader'}","['Anthony Russo', 'Joe Russo']",['Marvel Studios'],356000000,2800000000,6,1,0.8042270695027773
11,Avengers: Age of Ultron,tt2395427,2015-04-22,"{'Robert Downey Jr.': 'Tony Stark / Iron Man', 'Chris Hemsworth': 'Thor Odinson', 'Mark Ruffalo': 'Bruce Banner / Hulk', 'Chris Evans': 'Steve Rogers / Captain America', 'Scarlett Johansson': 'Natasha Romanoff / Black Widow', 'Jeremy Renner': 'Clint Barton / Hawkeye', 'James Spader': 'Ultron (voice)', 'Paul Bettany': 'Jarvis / Vision', 'Elizabeth Olsen': 'Wanda Maximoff / Scarlet Witch', 'Aaron Taylor-Johnson': 'Pietro Maximoff / Quicksilver', 'Samuel L. Jackson': 'Nick Fury', 'Don Cheadle': ""James 'Rhodey' Rhodes / War Machine"", 'Cobie Smulders': 'Maria Hill', 'Anthony Mackie': 'Sam Wilson / The Falcon', 'Hayley Atwell': 'Peggy Carter', 'Idris Elba': 'Heimdall', 'Linda Cardellini': 'Laura Barton', 'Stellan Skarsgård': 'Erik Selvig', 'Claudia Kim': 'Dr. Helen Cho', 'Thomas Kretschmann': 'Baron Wolfgang von Strucker', 'Andy Serkis': 'Ulysses Klaue', 'Julie Delpy': 'Madame B', 'Stan Lee': 'Stan Lee', 'Henry Goodman': 'Dr. List', 'Isaac Andrews': 'Costel', 'Bentley Kalu': ""Klaue's Mercenary"", 'Julian Bleach': 'Ballet Instructor', 'Alma Noce': 'Sokovian Family', 'Aaron Himelstein': 'Specialist Cameron Klein', 'Kerry Condon': 'Friday (voice)', 'Josh Brolin': 'Thanos (uncredited)', 'Lou Ferrigno': 'Hulk (voice) (uncredited)'}",['Joss Whedon'],['Marvel Studios'],365000000,1405403694,6,1,0.7511177347242921
12,Shang-Chi and the Legend of the Ten Rings,tt9376612,2021-09-01,"{'Simu Liu': 'Shaun / Shang-Chi', 'Awkwafina': 'Katy Chen', ""Zhang Meng'er"": 'Xu Xialing', 'Fala Chen': 'Ying Li', 'Florian Munteanu': 'Razor Fist', 'Benedict Wong': 'Wong', 'Yuen Wah': 'Master Guang Bo', 'Michelle Yeoh': 'Ying Nan', 'Ben Kingsley': 'Trevor Slattery', 'Tony Leung Chiu-wai': 'Xu Wenwu / The Mandarin', 'Andy Le': 'Li Ching-Lin / Death Dealer', 'Stephanie Hsu': 'Soo', 'Tsai Chin': 'Waipo', 'Jodi Long': 'Mrs. Chen', 'Dallas Liu': 'Ruihua', 'Ronny Chieng': 'Jon Jon', 'Fernando Chien': 'Gao Lei', 'Zach Cherry': 'Clev', 'Raymond Ma': 'Gang Leader', 'Dee Bradley Baker': 'Morris (voice)', 'Tim Roth': 'Emil Blonsky / Abomination (voice) (uncredited)', 'Mark Ruffalo': 'Bruce Banner / Hulk (uncredited)', 'Brie Larson': 'Carol Danvers / Captain Marvel (uncredited)'}",['Destin Daniel Cretton'],['Marvel Studios'],150000000,432243292,0,8,1.0
13,Iron Man,tt0371746,2008-04-30,"{'Robert Downey Jr.': 'Tony Stark / Iron Man', 'Terrence Howard': ""James 'Rhodey' Rhodes"", 'Jeff Bridges': 'Obadiah Stane / Iron Monger', 'Gwyneth Paltrow': ""Virginia 'Pepper' Potts"", 'Leslie Bibb': 'Christine Everhart', 'Bill Smitrovich': 'General Gabriel', 'Paul Bettany': 'J.A.R.V.I.S. (voice)', 'Jon Favreau': ""Harold 'Happy' Hogan"", 'Shaun Toub': 'Yinsen', 'Faran Tahir': 'Raza', 'Clark Gregg': 'Phil Coulson', 'Peter Billingsley': 'William Ginter Riva', 'Sayed Badreya': 'Abu Bakaar', 'Tim Guinee': 'Major Allen', 'Will Lyman': 'Award Ceremony Narrator (voice)', 'Tom Morello': 'Guard', 'Kevin Foster': 'Jimmy', 'Eileen Weisinger': 'Ramirez', 'Fahim Fazli': 'Omar / ADR Voice', 'Russell Richardson': 'Viper 2', 'Nazanin Boniadi': 'Amira Ahmed', 'Marvin Jordan': 'Air Force Officer', 'Jim Cramer': 'Jim Cramer', 'Donna Evans': 'Woman In SUV', 'Adam Harrington': 'Reporter', 'Jeannine Kaspar': 'Flight Attendant', 'Stan Lee': 'Stan Lee', 'Gabrielle Tuite': ""Stan's Girl"", 'Tim Griffin': 'CAOC Analyst', 'Joshua Harto': 'CAOC Analyst', 'Samuel L. Jackson': 'Nick Fury (uncredited)'}",['Jon Favreau'],['Marvel Studios'],140000000,585174222,8,5,1.0
14,Captain America: Civil War,tt3498820,2016-04-27,"{'Chris Evans': 'Steve Rogers / Captain America', 'Robert Downey Jr.': 'Tony Stark / Iron Man', 'Scarlett Johansson': 'Natasha Romanoff / Black Widow', 'Sebastian Stan': ""James 'Bucky' Barnes / Winter Soldier"", 'Chadwick Boseman': ""T'Challa / Black Panther"", 'Daniel Brühl': 'Baron Helmut Zemo', 'Elizabeth Olsen': 'Wanda Maximoff / Scarlet Witch', 'Paul Bettany': 'Vision', 'Don Cheadle': ""Lieutenant James 'Rhodey' Rhodes / War Machine"", 'Anthony Mackie': 'Sam Wilson / Falcon', 'Tom Holland': 'Peter Parker / Spider-Man', 'Jeremy Renner': 'Clint Barton / Hawkeye', 'Paul Rudd': 'Scott Lang / Ant-Man', 'Emily VanCamp': 'Sharon Carter / Agent 13', 'Martin Freeman': 'Everett K. Ross', 'William Hurt': ""Secretary of State Thaddeus 'Thunderbolt' Ross"", 'John Kani': ""King T'Chaka"", 'Marisa Tomei': 'May Parker', 'Frank Grillo': 'Brock Rumlow / Crossbones', 'John Slattery': 'Howard Stark', 'Hope Davis': 'Maria Stark', 'Alfre Woodard': 'Miriam Sharpe', 'Jackson Spidell': 'Josef / Super Soldier #1', 'Heidi Moneymaker': 'Super Soldier #3', 'Gene Farber': 'Vasily Karpov', 'Florence Kasumba': 'Ayo', 'David de Vries': 'Custodian', 'Brett Gentile': 'Delivery Truck Driver', 'Jin Shijia': 'Chinese Newscaster', 'Silvina Buchbauer': 'News Reporter', 'Damion Poitier': 'Hero Merc #1', 'Umar Khan': 'Hero Merc #2', 'Jim Rash': 'M.I.T. Liaison', 'Stan Lee': 'FedEx Driver', 'Amelia Morck': 'UN Staffer Gibson', 'Kerry Condon': 'F.R.I.D.A.Y. (voice)', 'Julianna Guill': ""Stark's Assistant"", 'Al Cerullo': 'Helicopter Pilot', 'Joe Russo': 'Dr. Theo Broussard (uncredited)', 'Ray Sahetapy': 'Auctioneer (uncredited)'}","['Anthony Russo', 'Joe Russo']",['Marvel Studios'],250000000,1155046416,1,6,0.5747188727814658
15,Iron Man 2,tt1228705,2010-04-28,"{'Robert Downey Jr.': 'Tony Stark / Iron Man', 'Gwyneth Paltrow': ""Virginia 'Pepper' Potts"", 'Don Cheadle': ""James 'Rhodey' Rhodes / War Machine"", 'Scarlett Johansson': 'Natalie Rushman / Natasha Romanoff / Black Widow', 'Sam Rockwell': 'Justin Hammer', 'Mickey Rourke': 'Ivan Vanko / Whiplash', 'Samuel L. Jackson': 'Nick Fury', 'Clark Gregg': 'Phil Coulson', 'John Slattery': 'Howard Stark', 'Garry Shandling': 'Senator Stern', 'Paul Bettany': 'J.A.R.V.I.S. (voice)', 'Leslie Bibb': 'Christine Everhart', 'Kate Mara': 'U.S. Marshal', 'Jon Favreau': ""Harold 'Happy' Hogan"", 'Christiane Amanpour': 'Christiane Amanpour', 'Philippe Bergeron': 'Detective Lemieux', 'Kate Clark': 'Expo Fan', 'Tim Guinee': 'Major Allen', 'Stan Lee': 'Larry King', 'Helena Mattsson': 'Rebecca', 'Anya Monzikova': 'Rebeka', 'Keith Middlebrook': 'Expo Cop', 'Olivia Munn': 'Chess Roberts', 'Elon Musk': 'Elon Musk', ""Bill O'Reilly"": ""Bill O'Reilly"", 'Alejandro Patiño': 'Strawberry Vendor', 'Karim Saleh': 'Guard', 'Lindsay Dennis': 'Ironette Dancer', 'Rachele Brooke Smith': 'Ironette Dancer', 'Nadine Ellis': 'Ironette Dancer', 'Katie Cleary': 'Beautiful Girl (uncredited)', 'Jasmine Dustin': 'Watermelon Girl (uncredited)', 'Mark Kubr': 'Prisoner (uncredited)', 'Tony Nevada': 'SWAT Sergeant Bellows (uncredited)', 'Tanoai Reed': 'Security Guard Fighting Happy Hogan (uncredited)', 'Matt McColm': 'Guard (uncredited)', 'Seth Green': 'Expo Fan (uncredited)'}",['Jon Favreau'],"['Marvel Studios', 'Fairview Entertainment']",200000000,623933331,8,5,0.42677144018425694
16,Spider-Man: Homecoming,tt2250912,2017-07-05,"{'Tom Holland': 'Peter Parker / Spider-Man', 'Michael Keaton': 'Adrian Toomes / Vulture', 'Robert Downey Jr.': 'Tony Stark / Iron Man', 'Marisa Tomei': 'May Parker', 'Jon Favreau': ""Harold 'Happy' Hogan"", 'Gwyneth Paltrow': ""Virginia 'Pepper' Potts"", 'Zendaya': ""Michelle 'MJ' Jones"", 'Donald Glover': 'Aaron Davis', 'Jacob Batalon': 'Ned', 'Laura Harrier': 'Liz', 'Tony Revolori': ""Eugene 'Flash' Thompson"", 'Bokeem Woodbine': 'Herman Schultz / Shocker', 'Tyne Daly': 'Anne Marie Hoag', 'Hannibal Buress': 'Coach Wilson', 'Kenneth Choi': 'Principal Morita', 'Selenis Leyva': 'Ms. Warren', 'Angourie Rice': 'Betty Brant', 'Martin Starr': 'Mr. Harrington', 'Garcelle Beauvais': 'Doris Toomes', 'Michael Chernus': 'Phineas Mason / Tinkerer', 'Logan Marshall-Green': 'Jackson Brice / Shocker', 'Jennifer Connelly': 'Karen (voice)', 'Gary Weeks': 'Agent Foster', 'Christopher Berry': 'Randy', 'Tunde Adebimpe': 'Mr. Cobbwell', 'Tiffany Espensen': 'Cindy', 'Josie Totah': 'Seymour', 'Hemky Madera': 'Mr. Delmar', 'Zach Cherry': 'Street Vendor', 'Kirk R. Thatcher': 'Punk on Street', 'Sondra James': 'Yelling Woman', 'Stan Lee': 'Gary', 'Wayne Pére': 'History Teacher', 'Chris Evans': 'Steve Rogers / Captain America', 'Kerry Condon': 'F.R.I.D.A.Y. (voice)', 'Ethan Dizon': 'Tiny', 'Amy Hill': 'Decathlon Moderator', 'Martha Kelly': 'Tour Guide', 'Jennifer Kim': 'Ferry Mom', 'Andy Powers': 'Ferry Commuter', 'Elli': 'Rabbi on Subway (uncredited)', 'Friday Chamberlain': 'Skateboarder (uncredited)', 'Harrison Osterfield': 'Midtown High Student'}",['Jon Watts'],"['Marvel Studios', 'Pascal Pictures', 'LStar Capital', 'Columbia Pictures']",175000000,880166924,5,7,1.0
17,Eternals,tt9032400,2021-11-03,"{'Gemma Chan': 'Sersi', 'Richard Madden': 'Ikaris', 'Angelina Jolie': 'Thena', 'Kumail Nanjiani': 'Kingo', 'Barry Keoghan': 'Druig', 'Lauren Ridloff': 'Makkari', 'Lia McHugh': 'Sprite', 'Brian Tyree Henry': 'Phastos', 'Ma Dong-seok': 'Gilgamesh', 'Salma Hayek Pinault': 'Ajak', 'Kit Harington': 'Dane Whitman', 'Harish Patel': 'Karun', 'David Kaye': 'Arishem (voice)', 'Bill Skarsgård': 'Kro (voice)', 'Haaz Sleiman': 'Ben', 'Hannah Dodd': 'Sandra', 'Harry Styles': 'Eros / Starfox', 'Patton Oswalt': 'Pip the Troll (voice)', 'Mahershala Ali': 'Eric Brooks / Blade (voice) (uncredited)'}",['Chloé Zhao'],['Marvel Studios'],200000000,402064899,0,9,1.0
18,Thor,tt0800369,2011-04-21,"{'Chris Hemsworth': 'Thor Odinson', 'Natalie Portman': 'Jane Foster', 'Tom Hiddleston': 'Loki', 'Anthony Hopkins': 'Odin', 'Stellan Skarsgård': 'Erik Selvig', 'Kat Dennings': 'Darcy Lewis', 'Clark Gregg': 'Phil Coulson', 'Colm Feore': 'King Laufey', 'Idris Elba': 'Heimdall', 'Ray Stevenson': 'Volstagg', 'Tadanobu Asano': 'Hogun', 'Josh Dallas': 'Fandral', 'Jaimie Alexander': 'Sif', 'Rene Russo': 'Frigga', 'Adriana Barraza': 'Isabela Alvarez', 'Maximiliano Hernández': 'Jasper Sitwell', 'Richard Cetrone': 'Frost Giant Captain', 'Josh Coxx': 'Frost Giant Hailstrum', 'Joseph Gatt': 'Frost Giant Grundroth', 'Luke Massy': 'Frost Giant Raze', 'Jamie McShane': 'Agent Jackson', 'Jim Palmer': 'SHIELD Guard', 'J. Michael Straczynski': 'Townie', 'Matt Battaglia': 'Pete', 'Stan Lee': 'Stan the Man', 'Joel McCrary': 'Drunk Townie', 'Rob Mars': 'Orderly', 'Carrie Lazar': 'Viking Mother', 'Harley Graham': 'Viking Child', 'Dakota Goyo': 'Young Thor', 'Douglas Tait': 'Frost Giant (uncredited)', 'Jeremy Renner': 'Clint Barton / Hawkeye (uncredited)', 'Samuel L. Jackson': 'Nick Fury (uncredited)', 'Stephen Oyoung': 'Einherjar Guard (uncredited)'}",['Kenneth Branagh'],['Marvel Studios'],150000000,449326618,2,3,1.0
19,Thor: Ragnarok,tt3501632,2017-10-02,"{'Chris Hemsworth': 'Thor Odinson', 'Tom Hiddleston': 'Loki', 'Cate Blanchett': 'Hela', 'Tessa Thompson': 'Scrapper 142 / Valkyrie', 'Jeff Goldblum': 'En Dwi Gast / Grandmaster', 'Idris Elba': 'Heimdall', 'Karl Urban': 'Skurge / Executioner', 'Mark Ruffalo': 'Bruce Banner / Hulk', 'Anthony Hopkins': 'Odin', 'Benedict Cumberbatch': 'Stephen Strange / Doctor Strange', 'Taika Waititi': 'Korg / Surtur / Hulk (mo-cap)', 'Rachel House': 'Topaz', 'Clancy Brown': 'Surtur (voice)', 'Tadanobu Asano': 'Hogun', 'Ray Stevenson': 'Volstagg', 'Zachary Levi': 'Fandral', 'Stan Lee': 'Barber', 'Luke Hemsworth': 'Actor Thor', 'Sam Neill': 'Actor Odin', 'Matt Damon': 'Actor Loki (uncredited)', 'Charlotte Nicdao': 'Actor Sif', 'Cohen Holloway': 'Lead Scrapper', ""Alia Seror-O'Neill"": 'Golden Lady #1', 'Jasper Bagg': 'Warden', 'Jet Tranter': 'Valkyrie Sister #1', 'Rob Mayes': 'Asgardian Man', 'Scarlett Johansson': 'Natasha Romanoff / Black Widow (archive footage / uncredited)', 'Sam Hargrave': 'Gladiator (uncredited)'}",['Taika Waititi'],['Marvel Studios'],180000000,855301806,2,3,0.5272998238721041
20,Black Widow,tt3480822,2021-07-07,"{'Scarlett Johansson': 'Natasha Romanoff / Black Widow', 'Florence Pugh': 'Yelena Belova', 'Rachel Weisz': 'Melina Vostokoff', 'David Harbour': 'Alexei Shostakov / Red Guardian', 'Ray Winstone': 'Dreykov', 'Olga Kurylenko': 'Antonia Dreykov', 'Ever Anderson': 'Young Natasha', 'Violet McGraw': 'Young Yelena', 'O.T. Fagbenle': 'Mason', 'William Hurt': ""Secretary Thaddeus 'Thunderbolt' Ross"", 'Ryan Kiera Armstrong': 'Young Antonia', 'Michelle Lee': 'Oksana', 'Nanna Blondell': 'Ingrid', 'Yolanda Lynes': 'Widow', 'Lauren Okadigbo': 'Widow', 'Aurélia Agel': 'Widow', 'Kurt Yue': 'Ross Lieutenant', 'Olivier Richters': 'Ursa Major', 'Robert Pralgo': 'Ross Agent', 'Jordyn Curet': 'Young Ingrid (uncredited)', 'Julia Louis-Dreyfus': 'Contessa Valentina Allegra de Fontaine (uncredited)', 'Jeremy Renner': 'Clint Barton / Hawkeye (voice) (uncredited)'}",['Cate Shortland'],['Marvel Studios'],200000000,379751131,0,10,1.0
21,Guardians of the Galaxy Vol. 2,tt3896198,2017-04-19,"{'Chris Pratt': 'Peter Quill / Star-Lord', 'Zoe Saldaña': 'Gamora', 'Dave Bautista': 'Drax the Destroyer', 'Vin Diesel': 'Baby Groot (voice)', 'Bradley Cooper': 'Rocket (voice)', 'Michael Rooker': 'Yondu Udonta', 'Karen Gillan': 'Nebula', 'Pom Klementieff': 'Mantis', 'Sylvester Stallone': 'Stakar Ogord', 'Kurt Russell': 'Ego', 'Elizabeth Debicki': 'Ayesha', 'Chris Sullivan': 'Taserface', 'Sean Gunn': 'Kraglin / On-Set Rocket / On-Set Adolescent Groot', 'Tommy Flanagan': 'Tullk', 'Laura Haddock': 'Meredith Quill', 'Aaron Schwartz': 'Young Ego Facial Reference', 'Hilty Bowen': 'Sovereign Pilot', 'Ben Browder': 'Sovereign Admiral', 'Luke Cook': ""Zylak's Frenemy"", 'Evan Jones': 'Retch', 'Joe Fria': 'Oblo', 'Terence Rosemore': 'Narblik', 'Stephen Blackehart': 'Brahl', 'Steve Agee': 'Gef', 'Richard Christy': '""Down There!""', 'Rob Zombie': 'Unseen Ravager', 'Kendra Carelli': 'Robot Courtesan', 'Seth Green': 'Howard the Duck (voice)', 'Molly C. Quinn': ""Howard's Date"", 'Michael Rosenbaum': 'Martinex', 'Rhoda Griffis': 'Sneeper Madame', 'Milynn Sarley': 'Robot Courtesan', 'Stan Lee': 'Watcher Informant', 'David Hasselhoff': 'The Form of David Hasselhoff', 'Elizabeth Faith Ludlow': 'Easik Mother', 'Wyatt Oleff': 'Young Peter Quill', 'Gregg Henry': 'Grandpa Quill', 'Ving Rhames': 'Charlie-27', 'Michelle Yeoh': 'Aleta Ogord', 'Miley Cyrus': 'Mainframe (voice) (uncredited)', 'Jeff Goldblum': 'En Dwi Gast / Grandmaster (uncredited)'}",['James Gunn'],['Marvel Studios'],200000000,863756051,9,2,0.8710201869665357
22,Thor: The Dark World,tt1981115,2013-10-30,"{'Chris Hemsworth': 'Thor Odinson', 'Natalie Portman': 'Jane Foster', 'Tom Hiddleston': 'Loki', 'Anthony Hopkins': 'Odin', 'Christopher Eccleston': 'Malekith', 'Jaimie Alexander': 'Sif', 'Zachary Levi': 'Fandral', 'Ray Stevenson': 'Volstagg', 'Tadanobu Asano': 'Hogun', 'Idris Elba': 'Heimdall', 'Rene Russo': 'Frigga', 'Adewale Akinnuoye-Agbaje': 'Algrim / Kurse', 'Kat Dennings': 'Darcy Lewis', 'Stellan Skarsgård': 'Erik Selvig', 'Alice Krige': 'Eir', 'Clive Russell': 'Tyr', 'Jonathan Howard': 'Ian Boothby', 'Thomas Arnold': 'Desk Officer', 'Sam Swainsbury': 'Stonehenge TV News Reporter', 'Royce Pierreson': 'Student', ""Chris O'Dowd"": 'Richard', 'Justin Edwards': 'Police Officer #1', 'Richard Brake': 'Einherjar Lieutenant', 'Stan Lee': 'Stan Lee', 'Brett Tucker': 'Einherjar Guard', 'Talulah Riley': 'Nurse', 'Tony Curran': 'Bor (uncredited)', 'Chris Evans': 'Loki as Captain America (uncredited)', 'Benicio del Toro': 'Taneleer Tivan / The Collector (uncredited)', 'Ophelia Lovibond': 'Carina (uncredited)', 'Elsa Pataky': 'Jane Foster stand-in (uncredited)'}",['Alan Taylor'],['Marvel Studios'],170000000,644783140,2,3,0.7795691640699092
23,Spider-Man: Far From Home,tt6320628,2019-06-28,"{'Tom Holland': 'Peter Parker / Spider-Man', 'Samuel L. Jackson': 'Nick Fury', 'Jake Gyllenhaal': 'Quentin Beck / Mysterio', 'Marisa Tomei': 'May Parker', 'Jon Favreau': ""Harold 'Happy' Hogan"", 'Zendaya': ""Michelle 'MJ' Jones"", 'Jacob Batalon': 'Ned Leeds', 'Tony Revolori': ""Eugene 'Flash' Thompson"", 'Angourie Rice': 'Betty Brant', 'Remy Hii': 'Brad Davis', 'Martin Starr': 'Mr. Harrington', 'J.B. Smoove': 'Mr. Dell', 'Cobie Smulders': 'Maria Hill', 'Numan Acar': 'Dimitri', 'Sebastián Viveros': 'Sebastian', 'Toni Garrn': 'The Seamstress', 'Peter Billingsley': 'William Ginter Riva', 'Clare Dunne': 'Victoria', 'Nicholas Gleaves': 'Guterman', 'Claire Rushbrook': 'Janice', 'J.K. Simmons': 'J. Jonah Jameson', 'Anjana Vasan': 'Queens Reporter', 'Lukáš Bech': 'Helpful Dutch Man', 'Tuwaine Barrett': 'Officer Bristow (extended cut)', 'Bruno Bilotta': 'Mob Boss (uncredited)', 'Jeff Bridges': 'Obadiah Stane (archive footage) (uncredited)', 'Daphne Cheung': 'Passport Clerk (uncredited)', 'Massi Furlan': 'Flight Attendant (uncredited)', 'Meagan Holder': 'Pretty Tourist (uncredited)', 'Joseph Long': 'Mob Boss (uncredited)', 'Antonín Mašek': 'Bellboy (uncredited)', 'Ben Mendelsohn': 'Talos (uncredited)', 'Anthony Molinari': 'Mob Guy (uncredited)'}",['Jon Watts'],"['Marvel Studios', 'Pascal Pictures', 'Columbia Pictures']",160000000,1131927996,5,7,0.5817639886194281
24,Doctor Strange,tt1211837,2016-10-25,"{'Benedict Cumberbatch': 'Stephen Strange / Doctor Strange', 'Chiwetel Ejiofor': 'Karl Mordo', 'Rachel McAdams': 'Dr. Christine Palmer', 'Benedict Wong': 'Wong', 'Mads Mikkelsen': 'Kaecilius', 'Tilda Swinton': 'The Ancient One', 'Michael Stuhlbarg': 'Dr. Nicodemus West', 'Benjamin Bratt': 'Jonathan Pangborn', 'Scott Adkins': 'Lucian / Strong Zealot', 'Zara Phythian': 'Brunette Zealot', 'Alaa Safi': 'Tall Zealot', 'Meera Syal': 'Dr. Patel', 'Amy Landecker': 'Dr. Bruner', 'Elizabeth Healey': 'Concerned Doctor', 'Stan Lee': 'Bus Passenger', 'Juani Feliz': 'Girl on the Bus (uncredited)', 'Chris Hemsworth': 'Thor Odinson (uncredited)'}",['Scott Derrickson'],['Marvel Studios'],180000000,676343174,7,8,1.0
25,Iron Man 3,tt1300854,2013-04-18,"{'Robert Downey Jr.': 'Tony Stark / Iron Man', 'Gwyneth Paltrow': ""Virginia 'Pepper' Potts"", 'Don Cheadle': ""James 'Rhodey' Rhodes / Iron Patriot"", 'Guy Pearce': 'Aldrich Killian', 'Ben Kingsley': 'Trevor Slattery', 'Ty Simpkins': 'Harley Keener', 'William Sadler': 'President Matthew Ellis', 'Rebecca Hall': 'Maya Hansen', 'Stephanie Szostak': 'Ellen Brandt', 'James Badge Dale': 'Savin', 'Miguel Ferrer': 'Vice President Rodriguez', 'Jon Favreau': ""Harold 'Happy' Hogan"", 'Paul Bettany': 'J.A.R.V.I.S. (voice)', 'Dale Dickey': 'Mrs. Davis', 'Wang Xueqi': 'Doctor Wu', 'Shaun Toub': 'Ho Yinsen', 'Thomas Roberts': 'Himself', 'Bill Maher': 'Himself', 'Joan Rivers': 'Herself', 'Anthony Reynolds': 'Helicopter Pilot #1', 'Kendrick Cross': 'Helicopter Pilot #2', 'John Eddins': 'Mandarin Look-Out', 'Spencer Garrett': 'Rose Hill Sheriff', 'Jan Broberg': 'Senior Technician', 'Andrew Lauer': 'Satellite Technician', 'Nate Bynum': 'Technical Director', 'Tom Virtue': 'Thomas Richards', 'Bobby Tisdale': 'Pageant Emcee', 'Yvonne Zima': 'Miss Elk Ridge', 'Stan Lee': 'Pageant Judge', 'Adam Pally': 'Gary the Cameraman', 'Cullen Moss': 'Extremis Candidate', 'Rebecca Mader': 'Sweat Shop Agent', 'Luciana Faulhaber': 'Mandarin Party Girl #1', 'Mark Kubr': 'Ponytail Express', 'Jenna Ortega': ""Vice President's Daughter"", 'Corey Hawkins': 'Navy Op', 'Linden Ashby': 'Commander', 'Sala Baker': 'Extremis Soldier', 'Fernando Chien': 'Extremis Soldier', 'Dane Farwell': 'Extremis Soldier', 'Aja Frary': 'Extremis Soldier', 'Mark Ginther': 'Extremis Soldier', 'Dennis Keiffer': 'Extremis Soldier', 'Samuel Le': 'Extremis Soldier', 'Tara Macken': 'Extremis Soldier', 'Jade Quon': 'Extremis Soldier', 'Brian Simpson': 'Extremis Soldier', 'Chris Gethard': 'Juan (uncredited)', 'Bridger Zadina': 'Richie (uncredited)', 'Mark Ruffalo': 'Bruce Banner (uncredited)', 'Johnny Otto': 'Military Advisor (uncredited)'}",['Shane Black'],['Marvel Studios'],200000000,1215577205,8,5,0.6259314456035767
