,pca1,pca2,rt_status,pred
142,-4.293458191277083,0.42461139274244053,Fresh,0
143,2.0651087527544023,-1.2966587778253942,Fresh,1
144,-4.825728446194731,-0.9927316647415707,Fresh,0
145,-7.66879283124208,6.857822678394947,Fresh,0
146,-6.582456106883987,0.9137647715541977,Fresh,0
147,-1.609678973176938,-3.4698843851276293,Fresh,0
148,-0.147012257410963,-0.5906531177823936,Fresh,1
149,-6.155259274928397,1.6750136382319967,Fresh,0
150,-8.273558798650733,3.9390838800884778,Fresh,0
151,-0.8903071432571259,4.817198865896163,Fresh,0
152,-5.183230075679462,2.9204071362089854,Fresh,0
153,-0.5991597376033856,0.34931119318778064,Fresh,0
154,-4.291609936733383,0.7991312155811989,Fresh,0
155,-5.805481456891628,-2.7292818725536163,Fresh,0
156,-0.2788907858930149,3.5493757521971143,Fresh,0
157,3.315687073038604,1.0746523447421175,Fresh,1
158,-4.786208428671065,4.954282192454388,Fresh,0
159,-4.103632364361678,-1.1787988250401038,Fresh,0
160,-5.578119482727957,-3.4538329761107085,Fresh,0
161,-2.1507788625812663,-3.2373581233898197,Fresh,0
162,-0.22772431019809103,-0.42359449102902286,Fresh,0
163,-3.292633194325946,-4.571561015811799,Fresh,0
164,0.7397127057237454,-2.227018804915223,Fresh,1
165,-5.738484959029353,3.724744054138765,Fresh,0
166,-3.113684804704156,-7.085795476737253,Fresh,0
167,8.037362357845465,-2.9494436622338256,Fresh,1
168,-3.219799788874898,2.8221531814733476,Fresh,0
169,-6.314792855149462,1.4533405647110589,Fresh,0
170,3.387154916918961,-0.01630216776532131,Fresh,1
171,1.985205760732083,0.05160242659262377,Fresh,1
172,-6.246806421205177,2.1566837156909093,Fresh,0
173,-0.9617783539976728,2.5152620101455936,Fresh,0
174,2.3282094622122815,-3.8894573986204795,Fresh,1
175,-2.8626995123157712,3.342530295818233,Fresh,0
176,5.408894953949186,-0.8852614578079825,Fresh,1
177,-7.455325263566626,2.3105475683074728,Fresh,0
178,-4.425021340157589,-4.103667391083461,Fresh,0
179,-5.886998492657623,-0.8966183782403452,Fresh,0
180,1.5128028826727453,7.215521102975424,Fresh,1
181,-7.153579582418252,2.4307879215345967,Fresh,0
182,3.1872542687723007,-3.72425074402439,Fresh,1
183,-5.890820934118552,2.780173918229012,Fresh,0
184,-2.452081863511871,-5.819263335437849,Fresh,0
185,-2.4734273392114194,0.9082161423467485,Fresh,0
186,-1.351296090237206,-0.6515550088567537,Fresh,0
187,-5.792187947215779,-2.014164065482384,Fresh,0
188,-0.2564179267496764,-5.901500696218837,Fresh,0
189,-4.425093158585947,-5.73670160686567,Fresh,0
190,0.09971086183282349,4.798830497495415,Fresh,1
191,-6.763372377165093,0.4330543802674734,Fresh,0
192,-4.078007706246055,-0.3171276864293411,Fresh,0
193,3.8664760455393505,-6.716165163677227,Fresh,1
194,-3.3623548136117773,5.266551258601475,Fresh,0
195,2.107002664144263,-5.124122731218886,Fresh,1
196,-5.2183534451164295,-2.532882899636358,Fresh,0
197,-0.8749583302031362,5.697986171450613,Fresh,0
198,-6.059824174663082,4.675474859203367,Fresh,0
199,-5.939158031222967,-2.523956523661176,Fresh,0
