,pca1,pca2,rt_status,pred
0,6.7121785332314845,1.3932768995591562,Rotten,1
1,-0.4479901449830087,3.421207995924652,Rotten,0
2,1.983209850168676,4.464327431466655,Rotten,1
3,-1.110650730786581,2.0793543521770497,Rotten,0
4,9.120836818053471,4.478359955825127,Rotten,1
5,0.5901780304330754,-0.12821956840184293,Rotten,1
6,4.216103694279644,1.9842828062155926,Rotten,1
7,0.16142301626262873,-2.714314837421958,Rotten,1
8,4.210403365627055,0.32299242225662084,Rotten,1
9,3.489541398155633,-0.1690845698315919,Rotten,1
10,2.590437902375446,6.487024513054298,Rotten,1
11,3.427733775263459,-3.9550573259344044,Rotten,1
12,-4.287224584987657,2.6120509196981163,Rotten,0
13,3.1495331039402865,1.5783956517864377,Rotten,1
14,3.920660561376099,1.2246729352126204,Rotten,1
15,-0.42041804552877715,-2.479814618881903,Rotten,0
16,0.7486477545414215,-0.6170580863285263,Rotten,1
17,2.5257537364718297,-3.4370897174440826,Rotten,1
18,4.008557267783174,4.529412225120907,Rotten,1
19,8.457236921308168,3.5142143252370737,Rotten,1
20,4.794412010031874,-0.9535032953480818,Rotten,1
21,2.788393516784852,-1.794814572480881,Rotten,1
22,-2.2900405261990544,-0.19461496010240525,Rotten,0
23,6.974397337760657,7.235671529006572,Rotten,1
24,3.754938215771551,-5.04725036382378,Rotten,1
25,5.591951058185358,6.832679794564769,Rotten,1
26,2.8718893479957748,-1.1342446184996198,Rotten,1
27,6.825995337251176,-0.8226979878267843,Rotten,1
28,-1.8818590804193325,5.668550255314495,Rotten,0
29,-1.325055452026531,-4.6833416187879156,Rotten,0
30,2.537218852634534,-5.407668671267548,Rotten,1
31,2.146232742413291,0.732496544058679,Rotten,1
32,2.5161314862260213,1.9393850297932926,Rotten,1
33,4.485928943545441,4.280067470576592,Rotten,1
34,2.6202729681021255,-2.45669999770044,Rotten,1
35,7.488825635692737,-3.0843066399259227,Rotten,1
36,0.6850520721352832,0.29422075200960385,Rotten,1
37,2.141577065441628,3.974368535337422,Rotten,1
38,3.0631719456339344,1.4669048485133265,Rotten,1
39,2.1366878328102965,-3.436676100275118,Rotten,1
40,3.1087711283496464,4.642810829625078,Rotten,1
41,3.235792987620861,1.199374294448497,Rotten,1
42,4.3665947729848105,-6.076471320631185,Rotten,1
43,6.830787158074557,0.6774011247750746,Rotten,1
44,2.2475790947381125,-2.4687752920915864,Rotten,1
45,3.0841776825020073,6.829169240408018,Rotten,1
46,4.351724359683236,1.2019902385071943,Rotten,1
47,3.292167974416626,1.9958429253483319,Rotten,1
48,3.737445880205581,-0.4682490676007347,Rotten,1
49,4.156121490012261,-3.376523941604457,Rotten,1
50,4.710130322166359,-0.05334160774668031,Rotten,1
51,5.153029652148493,-4.732711932105056,Rotten,1
52,4.567110239796616,-5.849024065004082,Rotten,1
53,5.676958810055478,-3.01834748888211,Rotten,1
54,6.989506261742962,-2.727200631199239,Rotten,1
55,2.987339851018855,1.6279794543227,Rotten,1
56,1.3799363738734605,3.140880566887548,Rotten,1
57,4.737537476536521,7.004945168738882,Rotten,1
58,2.1636343134047946,-1.8284561322606143,Rotten,1
59,1.6206895505430206,-5.374995029666919,Rotten,1
60,5.348850481322183,3.7229696501193597,Rotten,1
61,1.734031882716398,-2.846739347296633,Rotten,1
62,2.3545070064153966,2.6635317108324656,Rotten,1
63,4.830682442638762,1.2109452961270413,Rotten,1
64,4.28722955191762,4.864292344698791,Rotten,1
65,0.09521882349817795,-3.580626548042915,Rotten,1
66,0.9730153217051797,-0.3952401812767935,Rotten,1
67,5.560190451777782,1.9137164297116003,Rotten,1
68,5.343964564648383,3.1099912420083924,Rotten,1
69,1.3957275010967953,4.617082557976762,Rotten,1
70,3.810985183137076,-2.5161531860112896,Rotten,1
71,3.2872374305504906,0.6787165212338597,Rotten,1
72,3.1000847974925403,10.840559619991986,Rotten,1
73,4.718379185886446,-1.8472052684036355,Rotten,1
74,0.7470310976775744,-1.553818624475585,Rotten,1
75,-2.0111222649117244,-0.13884152617888423,Rotten,0
76,5.211082528345167,-3.8899613875820775,Rotten,1
77,2.109752790711479,-1.110032945428373,Rotten,1
78,2.0519146408238615,-0.2679294392124893,Rotten,1
79,2.1232233857912286,2.938910251581844,Rotten,1
80,-0.8685151655255661,-2.5521979358951707,Rotten,0
81,-0.732119419178221,-1.3249601767584858,Rotten,0
82,1.0372580581600321,0.7002587703898855,Rotten,1
83,4.189367913329393,-6.486885304457138,Rotten,1
84,-2.304487800260315,0.6494283997069437,Rotten,0
85,3.66590666205121,-1.7800828328457077,Rotten,1
86,2.0782187427232186,5.485553413452687,Rotten,1
87,-1.8206146485317856,-3.2143206752433096,Rotten,0
88,-2.969343819980665,1.9822648168697776,Rotten,0
89,1.0852487270443982,-1.4390840488671075,Rotten,1
90,0.19626038203653778,-4.56723565919157,Rotten,1
91,-0.7148410835220915,-2.414468483826507,Rotten,0
92,2.304296049240504,-0.6156851907108029,Rotten,1
93,5.5279303805762785,-3.241215986083834,Rotten,1
94,3.0912111852808395,3.027415332070421,Rotten,1
95,1.6980579312742483,-0.8357344776292754,Rotten,1
96,4.925849567601629,5.523987819680537,Rotten,1
97,4.827892843639083,3.2296246765307957,Rotten,1
98,8.003044889898199,3.3790509380014973,Rotten,1
99,3.9544128185510887,1.3694969503150571,Rotten,1
100,-2.6271751119186537,6.875937042993886,Fresh,0
101,-2.7446596066526174,-2.822841923323248,Fresh,0
102,-3.6187259251209762,4.713522145660784,Fresh,0
103,-5.340090855265532,-4.1067603429311035,Fresh,0
104,-1.0955412094452492,2.0125233839666423,Fresh,0
105,1.712688364386563,-3.6086260103966743,Fresh,1
106,-1.0875138973262244,3.035256856122195,Fresh,0
107,-0.5490970161581442,-5.700515798495608,Fresh,0
108,-0.8876951786082878,0.9811528823999013,Fresh,0
109,4.907474779440046,-4.489452288873709,Fresh,1
110,-5.41548203529317,-0.5329118055023245,Fresh,0
111,-2.4185219570963374,-1.0856090765128787,Fresh,0
112,1.382021970901169,-4.952450602687169,Fresh,1
113,-2.470628684591382,-4.041775588998045,Fresh,0
114,-8.156944710747519,-0.28867290679370955,Fresh,0
115,-4.050046492428551,-2.3072196594569516,Fresh,0
116,0.18230226130975158,-3.060469304301929,Fresh,1
117,-6.529497052961523,-4.960027640068476,Fresh,0
118,-3.631634060853998,-1.171305576502862,Fresh,0
119,-2.53234573340988,0.2607084343897024,Fresh,0
120,-2.3291010909400125,-0.06591384987220032,Fresh,0
121,-3.7610206071992134,-4.737489252811371,Fresh,0
122,-5.835587452599541,-4.180587158233172,Fresh,0
123,-1.0850923099559526,7.777906188088231,Fresh,0
124,-1.94684708772041,-0.7327619125919544,Fresh,0
125,-4.538276450220241,1.7272769548791063,Fresh,0
126,-6.5920475535980465,1.579861960409542,Fresh,0
127,-6.821912613233833,4.40816749977906,Fresh,0
128,-8.618788903060077,0.7346712946178015,Fresh,0
129,-1.039627084946259,-1.3435534162328446,Fresh,0
130,-3.7280157679086794,-6.932127639815991,Fresh,0
131,-6.868037803744417,3.0152027894511395,Fresh,0
132,-8.847330095156176,5.865310429314189,Fresh,0
133,-1.5892227349590617,-3.1387808784012172,Fresh,0
134,-5.215985490183364,1.770090411190953,Fresh,0
135,-4.2213557894201035,-1.3673377030101816,Fresh,0
136,1.4733581116698848,-5.016107499089746,Fresh,1
137,-0.6968485231359739,-3.570486576276139,Fresh,0
138,-6.168703510612545,-2.854815309788465,Fresh,0
139,-4.256337772072697,-2.949453982381659,Fresh,0
140,-3.8386351598559894,0.6809975494092622,Fresh,0
141,-5.100338625098742,-0.8521712938369035,Fresh,0
